customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,ARPU,ServiceCount,EngagementScore,ContractRisk,SupportDependency,TenureGroup,Segment,SegmentName
7253-UVNDW,Female,0,0,0,46,1,0,DSL,0,0,1,1,0,0,Two year,0,Credit card (automatic),54.35,2460.15,1,2500.1,53.481521739130436,3,0.4576976229961304,0,2,Loyal Customer,3,Growing Engaged
0487-VVUVK,Male,0,1,1,25,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.15,477.6,0,478.74999999999994,19.104,1,0.16039248203427306,2,0,Regular Customer,0,Budget Basic
7228-OMTPN,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,88.45,370.65,1,353.8,92.6625,3,0.37635433941404095,2,0,New Customer,2,At Risk Newcomers
5063-IUOKK,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,265.75,0,256.75,20.442307692307693,1,0.1068269762299613,0,0,Regular Customer,0,Budget Basic
4508-OEBEY,Male,0,1,0,31,1,0,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),75.5,2424.45,0,2340.5,78.20806451612903,6,0.5834024322830293,1,3,Regular Customer,3,Growing Engaged
0027-KWYKW,Female,0,1,1,23,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,83.75,1849.95,0,1926.25,80.43260869565218,3,0.44872857932559423,2,0,Regular Customer,2,At Risk Newcomers
2308-STERM,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.4,61.05,0,38.8,30.525,1,0.05474018794914317,2,0,New Customer,0,Budget Basic
5982-XMDEX,Female,0,0,0,65,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),26.5,1698.55,0,1722.5,26.13153846153846,2,0.4116224433388613,0,0,Very Loyal Customer,0,Budget Basic
6284-AHOOQ,Male,1,0,0,22,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Bank transfer (automatic),90.5,1910.6,1,1991.0,86.84545454545454,4,0.5081536760641239,2,1,Regular Customer,2,At Risk Newcomers
6051-PTVNS,Female,0,1,1,55,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.15,998.1,0,1053.25,18.14727272727273,1,0.2992813709231619,1,0,Loyal Customer,0,Budget Basic
2344-JMOGN,Male,0,1,0,9,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Mailed check,94.85,890.6,1,853.65,98.95555555555556,5,0.5040630182421227,2,3,New Customer,2,At Risk Newcomers
3799-ISUZQ,Male,0,1,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.95,529.5,1,489.65000000000003,75.64285714285714,1,0.2455500276395799,2,0,New Customer,2,At Risk Newcomers
2877-VDUER,Female,0,1,1,35,0,0,DSL,0,0,0,1,1,0,One year,0,Mailed check,40.9,1383.6,0,1431.5,39.53142857142857,2,0.3204947484798231,1,1,Regular Customer,0,Budget Basic
9152-AMKAK,Male,0,0,0,6,1,0,DSL,1,0,1,1,1,1,Two year,1,Mailed check,80.25,493.4,0,481.5,82.23333333333333,6,0.4834162520729685,0,2,New Customer,2,At Risk Newcomers
1794-HBQTJ,Female,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),48.6,48.6,1,48.6,48.6,2,0.1886263128800442,2,0,New Customer,2,At Risk Newcomers
9432-VOFYX,Male,0,0,0,17,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.8,1207.0,0,1203.6,71.0,1,0.2946655610834715,2,0,Regular Customer,2,At Risk Newcomers
8049-WJCLQ,Male,0,1,1,10,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Mailed check,60.2,563.5,0,602.0,56.35,3,0.31043394140409064,2,1,New Customer,2,At Risk Newcomers
6586-PSJOX,Male,0,0,1,15,1,0,DSL,0,0,1,1,0,0,One year,0,Credit card (automatic),55.2,864.55,0,828.0,57.63666666666666,3,0.3169983416252073,1,2,Regular Customer,2,At Risk Newcomers
2460-FPSYH,Female,1,0,0,40,0,0,DSL,1,1,0,0,1,1,Month-to-month,1,Electronic check,55.8,2109.35,1,2232.0,52.73375,4,0.47639579878385846,2,1,Loyal Customer,3,Growing Engaged
9705-ZJBCG,Female,0,1,1,13,1,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),54.15,701.05,0,703.9499999999999,53.926923076923075,3,0.3042564953012714,1,1,Regular Customer,2,At Risk Newcomers
4818-DRBQT,Male,0,1,0,29,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.15,2265.25,1,2324.3500000000004,78.11206896551724,3,0.4645660585959093,2,1,Regular Customer,3,Growing Engaged
1320-HTRDR,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,220.6,1,226.5,73.53333333333333,2,0.287106135986733,2,0,New Customer,2,At Risk Newcomers
6847-KJLTS,Female,1,1,0,58,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),100.4,5749.8,0,5823.200000000001,99.13448275862069,5,0.7493228302929795,2,1,Loyal Customer,1,Loyal High Value
9670-BPNXF,Female,0,0,0,45,1,0,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),62.55,2796.45,0,2814.75,62.14333333333333,4,0.5219320066334991,1,2,Loyal Customer,3,Growing Engaged
3913-FCUUW,Female,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),70.45,5165.7,0,5072.400000000001,71.74583333333334,6,0.7564676616915422,0,3,Very Loyal Customer,1,Loyal High Value
3301-VKTGC,Male,0,1,1,68,1,1,Fiber optic,1,1,0,0,0,0,One year,1,Bank transfer (automatic),85.5,5696.6,0,5814.0,83.77352941176471,4,0.7045328911000553,1,1,Very Loyal Customer,1,Loyal High Value
1493-AMTIE,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.2,20.2,1,20.2,20.2,1,0.05276395798783858,2,0,New Customer,0,Budget Basic
9555-SAHUZ,Female,0,1,1,38,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,54.5,2076.05,0,2071.0,54.63289473684211,3,0.4211580983969044,2,1,Loyal Customer,3,Growing Engaged
0816-TSPHQ,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.75,44.2,0,41.5,22.1,1,0.05921779988944168,2,0,New Customer,0,Budget Basic
9932-WBWIK,Male,0,0,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,215.25,0,223.85000000000002,19.568181818181817,1,0.09955776672194583,2,0,New Customer,0,Budget Basic
4619-EVPHY,Female,1,1,0,20,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),91.0,1859.5,0,1820.0,92.975,3,0.45888612493090103,1,0,Regular Customer,2,At Risk Newcomers
5286-YHCVC,Male,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.8,7470.1,0,7545.599999999999,103.7513888888889,6,0.8703980099502487,0,2,Very Loyal Customer,1,Loyal High Value
6424-ELEYH,Female,0,1,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.75,229.5,1,224.25,76.5,2,0.2846185737976783,2,0,New Customer,2,At Risk Newcomers
4391-RESHN,Male,0,0,0,23,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Mailed check,104.05,2470.1,1,2393.15,107.39565217391304,6,0.6410585959093421,2,2,Regular Customer,3,Growing Engaged
9115-YQHGA,Male,0,0,0,40,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,51.1,2092.9,0,2044.0,52.322500000000005,2,0.3774737423991155,2,1,Loyal Customer,0,Budget Basic
4462-CYWMH,Male,1,1,0,62,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.8,5629.55,0,5567.599999999999,90.7991935483871,4,0.6910171365395246,2,1,Very Loyal Customer,1,Loyal High Value
8963-MQVYN,Female,0,0,1,22,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.55,469.85,0,452.1,21.356818181818184,1,0.151147042564953,2,0,Regular Customer,0,Budget Basic
2458-EOMRE,Female,0,0,0,11,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Bank transfer (automatic),64.05,733.95,0,704.55,66.72272727272728,4,0.36949972360420125,2,1,New Customer,2,At Risk Newcomers
9334-GWGOW,Male,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.85,485.25,0,523.9499999999999,69.32142857142857,2,0.3034687672747374,2,0,New Customer,2,At Risk Newcomers
6821-BUXUX,Female,0,0,0,13,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,96.65,1244.5,1,1256.45,95.73076923076923,5,0.5285516860143726,2,1,Regular Customer,2,At Risk Newcomers
5028-HTLJB,Male,1,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,1,20.05,20.05,1,0.052266445550027636,2,0,New Customer,0,Budget Basic
9801-GDWGV,Female,0,0,0,39,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.45,3994.45,1,4034.55,102.42179487179487,6,0.7131426202321723,2,2,Loyal Customer,3,Growing Engaged
6542-LWGXJ,Male,0,1,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.0,78.25,0,75.0,26.083333333333332,0,0.03627694859038142,2,0,New Customer,0,Budget Basic
5567-GZKQY,Male,0,0,0,58,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.3,1131.5,0,1177.4,19.50862068965517,1,0.3169845218352681,0,0,Loyal Customer,0,Budget Basic
1222-LRYKO,Male,0,0,1,6,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,26.35,184.05,0,158.10000000000002,30.675,2,0.13797678275290215,2,0,New Customer,0,Budget Basic
2320-JRSDE,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.9,19.9,1,19.9,19.9,1,0.05176893311221669,2,0,New Customer,0,Budget Basic
2087-QAREY,Female,0,1,0,22,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,54.7,1178.75,0,1203.4,53.57954545454545,3,0.34774737423991153,2,2,Regular Customer,2,At Risk Newcomers
0601-WZHJF,Male,0,1,0,14,0,0,DSL,0,0,0,0,1,1,Month-to-month,0,Electronic check,46.35,667.7,1,648.9,47.69285714285714,2,0.24134881149806522,2,0,Regular Customer,0,Budget Basic
4423-JWZJN,Male,0,1,1,64,1,1,Fiber optic,0,0,1,0,0,1,One year,0,Credit card (automatic),90.25,5629.15,0,5776.0,87.95546875,4,0.7017689331122167,1,1,Very Loyal Customer,1,Loyal High Value
5143-WMWOG,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.95,19.95,1,19.95,19.95,1,0.05193477059148701,2,0,New Customer,0,Budget Basic
6490-FGZAT,Male,0,0,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.65,109.3,0,123.89999999999999,18.216666666666665,1,0.07740464344941955,2,0,New Customer,0,Budget Basic
5393-RXQSZ,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.6,79.6,1,79.6,79.6,2,0.29144555002763955,2,0,New Customer,2,At Risk Newcomers
7452-FOLON,Male,0,0,1,39,1,1,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),25.45,958.45,0,992.55,24.575641025641026,2,0.28776948590381424,1,0,Loyal Customer,0,Budget Basic
2320-TZRRH,Female,0,0,0,20,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.5,403.15,0,390.0,20.1575,1,0.13840519624101713,1,0,Regular Customer,0,Budget Basic
0231-LXVAP,Male,0,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,75.9,75.9,1,75.9,75.9,2,0.27917357656163627,2,1,New Customer,2,At Risk Newcomers
9444-JTXHZ,Male,0,1,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.2,76.2,1,76.2,76.2,2,0.2801686014372582,2,1,New Customer,2,At Risk Newcomers
4942-VZZOM,Male,0,1,0,64,1,1,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),66.15,4392.5,0,4233.6,68.6328125,4,0.6218352681039249,1,0,Very Loyal Customer,3,Growing Engaged
5510-BOIUJ,Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.25,19.25,1,19.25,19.25,1,0.049613045881702594,2,0,New Customer,0,Budget Basic
7502-BNYGS,Female,0,1,0,46,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),69.1,3168.0,0,3178.6,68.8695652173913,4,0.54828634604754,2,1,Loyal Customer,3,Growing Engaged
4291-HYEBC,Female,1,1,1,28,0,0,DSL,0,1,0,0,0,1,One year,1,Electronic check,39.1,1096.6,0,1094.8,39.16428571428571,2,0.28211719181868433,1,1,Regular Customer,0,Budget Basic
6147-CBCRA,Female,0,1,0,33,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,669.45,0,661.65,20.28636363636364,1,0.20041459369817574,2,0,Regular Customer,0,Budget Basic
6047-SUHPR,Male,0,1,1,39,1,0,DSL,1,1,1,0,0,0,One year,0,Electronic check,59.8,2343.85,0,2332.2,60.09871794871795,4,0.48503316749585396,1,2,Loyal Customer,3,Growing Engaged
4471-KXAUH,Female,0,1,0,42,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,84.3,3588.4,1,3540.6,85.43809523809524,4,0.5801824212271973,2,2,Loyal Customer,3,Growing Engaged
9752-ZNQUT,Female,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,48.6,48.6,0,48.6,48.6,2,0.1886263128800442,2,1,New Customer,2,At Risk Newcomers
7638-QVMVY,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.0,522.95,1,553.0,74.70714285714287,2,0.31723327805417356,2,0,New Customer,2,At Risk Newcomers
1576-PFZIW,Male,1,1,0,70,1,0,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),105.35,7511.9,0,7374.5,107.31285714285714,6,0.862962962962963,0,2,Very Loyal Customer,1,Loyal High Value
5666-MBJPT,Male,0,0,0,65,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.1,1725.0,0,1631.5,26.53846153846154,2,0.40697899391929243,0,0,Very Loyal Customer,0,Budget Basic
7312-XSBAT,Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.75,49.75,0,49.75,49.75,2,0.19244057490326147,2,0,New Customer,2,At Risk Newcomers
3096-GKWEB,Male,0,1,0,18,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.75,1691.9,0,1705.5,93.99444444444445,4,0.503731343283582,2,0,Regular Customer,2,At Risk Newcomers
2371-JQHZZ,Male,0,1,0,24,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.0,2248.05,0,2232.0,93.66875,4,0.5257048092868989,2,0,Regular Customer,3,Growing Engaged
0674-GCDXG,Male,0,0,0,63,1,1,DSL,1,0,1,1,0,1,Two year,1,Bank transfer (automatic),71.9,4479.2,0,4529.700000000001,71.0984126984127,6,0.7196102819237148,0,2,Very Loyal Customer,3,Growing Engaged
1121-QSIVB,Female,0,0,1,44,1,1,DSL,0,1,0,0,1,1,One year,1,Mailed check,77.55,3471.1,0,3412.2,78.88863636363637,5,0.6087202874516308,1,1,Loyal Customer,3,Growing Engaged
4396-KLSEH,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.85,63.0,0,79.4,15.75,1,0.06549198452183527,2,0,New Customer,0,Budget Basic
3244-DCJWY,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.25,70.25,1,70.25,70.25,1,0.218767274737424,2,0,New Customer,2,At Risk Newcomers
2824-MYYBN,Female,0,1,1,37,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.25,3314.15,0,3524.25,89.57162162162163,4,0.5933526810392481,2,0,Loyal Customer,3,Growing Engaged
0875-CABNR,Female,1,0,0,10,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),84.6,865.55,1,846.0,86.55499999999999,3,0.39136263128800436,2,1,New Customer,2,At Risk Newcomers
6345-HOVES,Male,0,0,0,34,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.05,852.7,0,851.7,25.079411764705885,0,0.17996130458817025,2,0,Regular Customer,0,Budget Basic
8318-LCNBW,Male,0,1,0,35,0,0,DSL,1,0,1,0,1,1,One year,0,Credit card (automatic),53.15,1930.9,0,1860.25,55.16857142857143,4,0.44445826423438367,1,1,Regular Customer,3,Growing Engaged
6469-QJKZW,Female,0,1,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.15,91.4,0,80.6,22.85,1,0.06648700939745715,2,0,New Customer,0,Budget Basic
0147-ESWWR,Female,1,1,0,39,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,101.25,3949.15,0,3948.75,101.26025641025642,5,0.6641791044776119,2,1,Loyal Customer,3,Growing Engaged
1217-VASWC,Male,1,1,0,43,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),100.55,4304.0,0,4323.65,100.09302325581395,5,0.680375898286346,1,2,Loyal Customer,3,Growing Engaged
7812-FZHPE,Female,0,1,1,17,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.1,409.9,1,409.70000000000005,24.11176470588235,2,0.18144002211166388,2,0,Regular Customer,0,Budget Basic
6370-ZVHDV,Female,0,1,0,61,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.3,1554.9,0,1543.3,25.49016393442623,2,0.3891238253178552,0,0,Very Loyal Customer,0,Budget Basic
5915-DGNVC,Female,0,1,0,49,1,1,DSL,1,1,1,0,0,1,One year,0,Electronic check,71.8,3472.05,0,3518.2,70.85816326530613,6,0.6544637921503592,1,2,Loyal Customer,3,Growing Engaged
6260-XLACS,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.7,117.8,0,78.8,29.45,1,0.06499447208402431,1,0,New Customer,0,Budget Basic
3566-CAAYU,Female,0,1,1,64,0,0,DSL,0,1,1,1,0,1,Two year,0,Electronic check,49.85,3210.35,0,3190.4,50.16171875,4,0.5677722498618021,0,3,Very Loyal Customer,3,Growing Engaged
4983-CCWMC,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.6,207.4,0,208.79999999999998,69.13333333333334,1,0.2258706467661691,2,0,New Customer,2,At Risk Newcomers
9103-CXVOK,Male,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.75,19.75,0,19.75,19.75,1,0.051271420674405745,2,0,New Customer,0,Budget Basic
2896-TBNBE,Male,0,1,0,40,1,0,Fiber optic,0,1,1,0,0,0,One year,0,Electronic check,80.8,3132.75,0,3232.0,78.31875,3,0.5176478717523493,1,2,Loyal Customer,3,Growing Engaged
4797-AXPXK,Female,0,0,1,1,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,60.0,60.0,1,60.0,60.0,4,0.30977059148700936,2,2,New Customer,2,At Risk Newcomers
5229-PRWKT,Male,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.55,649.65,1,692.4,81.20625,3,0.38857103372028745,2,0,New Customer,2,At Risk Newcomers
6982-UQZLY,Female,1,1,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.85,20.85,1,20.85,20.85,1,0.054919845218352685,2,0,New Customer,0,Budget Basic
2522-WLNSF,Female,1,1,0,34,1,0,DSL,0,0,1,1,1,0,One year,0,Bank transfer (automatic),64.2,2106.3,0,2182.8,61.95,4,0.4764787175234937,1,2,Regular Customer,3,Growing Engaged
3841-CONLJ,Female,0,1,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,35.0,35.0,0,35.0,35.0,1,0.10185185185185185,2,0,New Customer,0,Budget Basic
5057-LCOUI,Female,0,0,0,39,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,2011.4,1,1979.25,51.57435897435898,3,0.4133499170812603,2,1,Loyal Customer,3,Growing Engaged
0193-ESZXP,Female,1,1,0,58,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),105.5,6205.5,1,6119.0,106.99137931034483,6,0.8079049198452183,1,2,Loyal Customer,1,Loyal High Value
4475-NVTLU,Male,0,1,1,45,1,0,No,0,0,0,0,0,0,Two year,0,Electronic check,19.2,903.7,0,864.0,20.082222222222224,1,0.253150912106136,0,0,Loyal Customer,0,Budget Basic
4369-HTUIF,Male,1,0,0,6,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.15,503.6,1,510.90000000000003,83.93333333333334,3,0.37466832504145936,2,0,New Customer,2,At Risk Newcomers
9386-LDCZR,Male,0,0,0,43,1,0,Fiber optic,1,1,1,1,0,0,One year,1,Credit card (automatic),90.65,3882.3,0,3897.9500000000003,90.28604651162792,5,0.6475400773908238,1,3,Loyal Customer,3,Growing Engaged
9585-KKMFD,Male,0,1,1,41,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.0,879.8,0,820.0,21.458536585365852,1,0.23728579325594248,0,0,Loyal Customer,0,Budget Basic
5399-ZIMKF,Male,0,0,0,5,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.65,383.65,0,373.25,76.72999999999999,2,0.2935461580983969,2,1,New Customer,2,At Risk Newcomers
0336-KXKFK,Male,0,0,0,72,0,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),61.2,4390.25,0,4406.400000000001,60.97569444444444,5,0.6841210613598673,0,2,Very Loyal Customer,3,Growing Engaged
5619-XZZKR,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.95,68.2,0,79.8,17.05,1,0.0658236594803759,1,0,New Customer,0,Budget Basic
3948-FVVRP,Male,0,1,1,9,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,54.8,452.8,0,493.2,50.31111111111111,3,0.287893864013267,2,2,New Customer,2,At Risk Newcomers
5327-XOKKY,Male,1,1,0,72,1,1,DSL,0,0,1,0,1,1,Two year,1,Credit card (automatic),73.45,5329.0,0,5288.400000000001,74.01388888888889,5,0.7247512437810945,0,1,Very Loyal Customer,1,Loyal High Value
0983-TATYJ,Female,0,1,0,33,1,0,DSL,0,0,0,1,0,0,One year,1,Mailed check,51.45,1758.9,0,1697.8500000000001,53.300000000000004,2,0.3462271973466003,1,1,Regular Customer,0,Budget Basic
1813-JYWTO,Female,0,1,0,72,1,1,Fiber optic,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),80.45,5737.6,0,5792.400000000001,79.6888888888889,3,0.6646351575456053,0,0,Very Loyal Customer,1,Loyal High Value
0156-FVPTA,Male,0,1,0,22,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Electronic check,54.2,1152.7,1,1192.4,52.39545454545455,3,0.34608899944720845,2,1,Regular Customer,2,At Risk Newcomers
1984-FCOWB,Female,0,1,0,70,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.5,7674.55,1,7665.0,109.63642857142857,7,0.9183941404090659,1,3,Very Loyal Customer,1,Loyal High Value
0654-HMSHN,Male,0,1,1,21,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,104.4,2157.95,1,2192.4,102.7595238095238,6,0.632960199004975,2,2,Regular Customer,3,Growing Engaged
6719-OXYBR,Male,0,0,0,15,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,85.3,1219.85,0,1279.5,81.32333333333332,3,0.4168325041459369,2,1,Regular Customer,2,At Risk Newcomers
3312-ZWLGF,Male,1,1,0,29,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,79.3,2414.55,0,2299.7,83.26034482758621,3,0.46174682144831397,2,1,Regular Customer,3,Growing Engaged
6476-YHMGA,Female,0,1,1,15,1,0,DSL,0,1,1,1,1,1,Month-to-month,0,Bank transfer (automatic),76.5,1155.6,0,1147.5,77.03999999999999,6,0.5126451077943615,2,3,Regular Customer,2,At Risk Newcomers
5287-QWLKY,Male,1,1,1,71,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),105.1,7548.1,1,7462.099999999999,106.3112676056338,6,0.8667634051962411,2,1,Very Loyal Customer,1,Loyal High Value
0795-XCCTE,Male,1,0,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.4,1809.35,0,1828.8,25.12986111111111,2,0.44038142620232174,0,0,Very Loyal Customer,0,Budget Basic
0168-XZKBB,Female,0,1,0,19,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.85,1564.4,0,1650.1499999999999,82.33684210526316,3,0.4404919845218352,2,0,Regular Customer,2,At Risk Newcomers
3785-NRHYR,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,19.65,0,19.65,19.65,1,0.05093974571586512,2,0,New Customer,0,Budget Basic
5196-SGOAK,Female,0,0,0,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,75.7,75.7,1,75.7,75.7,2,0.278510226644555,2,1,New Customer,2,At Risk Newcomers
4537-DKTAL,Female,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.55,84.4,0,91.1,42.2,1,0.14147318960751795,2,0,New Customer,0,Budget Basic
7072-MBHEV,Female,1,1,1,11,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),78.1,864.85,0,859.0999999999999,78.62272727272727,3,0.3744333886124931,2,1,New Customer,2,At Risk Newcomers
5602-BVFMK,Female,0,0,0,12,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.3,228.75,0,231.60000000000002,19.0625,1,0.10070480928689883,1,0,New Customer,0,Budget Basic
6297-NOOPG,Female,0,1,0,70,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,110.5,7752.05,0,7735.0,110.74357142857143,7,0.921710889994472,0,3,Very Loyal Customer,1,Loyal High Value
1891-UAWWU,Female,1,1,0,20,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,90.8,1951.0,1,1816.0,97.55,4,0.49988944168048643,2,1,Regular Customer,2,At Risk Newcomers
8204-TIFGJ,Female,0,0,0,23,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.3,470.6,0,466.90000000000003,20.460869565217394,1,0.15494748479823106,2,0,Regular Customer,0,Budget Basic
